Order_id,Total_price,Unique_pizza_count,Total_quantity,Order_date,Unit_price,Max_pizza_size,Min_pizza_size,Unique_pizza_category_count
9898,70.5,4,4,6/15/2015,17.625,L,S,3
9899,20.75,1,1,6/15/2015,20.75,L,L,1
9900,12,1,1,6/15/2015,12,S,S,1
9901,64.65,3,3,6/15/2015,21.55,L,S,2
9902,20.25,1,1,6/15/2015,20.25,L,L,1
9903,14.5,1,1,6/15/2015,14.5,M,M,1
9904,33.25,2,2,6/15/2015,16.625,L,S,2
9905,16,1,1,6/15/2015,16,M,M,1
9906,29.95,2,2,6/15/2015,14.975,L,S,2
9907,12.75,1,1,6/15/2015,12.75,S,S,1
9908,16.75,1,1,6/15/2015,16.75,M,M,1
9909,36.75,2,2,6/15/2015,18.375,L,M,2
9910,15.25,1,1,6/15/2015,15.25,L,L,1
9911,20.75,1,1,6/15/2015,20.75,L,L,1
9912,38.7,2,2,6/15/2015,19.35,L,L,2
9913,36.75,2,2,6/15/2015,18.375,L,M,2
9914,41.5,2,2,6/15/2015,20.75,L,L,2
9915,16.75,1,1,6/15/2015,16.75,M,M,1
9916,66.25,4,4,6/15/2015,16.5625,L,S,2
9917,20.5,1,1,6/15/2015,20.5,L,L,1
9918,24,2,2,6/15/2015,12,S,S,2
9919,20.25,1,1,6/15/2015,20.25,L,L,1
9920,64.5,3,4,6/15/2015,16.166666666666668,M,M,3
9921,16,1,1,6/15/2015,16,M,M,1
9922,60.5,4,4,6/15/2015,15.125,L,S,3
9923,37.75,2,2,6/15/2015,18.875,L,L,2
9924,54,3,3,6/15/2015,18,L,S,2
9925,44.4,2,2,6/15/2015,22.2,L,S,2
9926,12,1,1,6/15/2015,12,S,S,1
9927,41.5,3,3,6/15/2015,13.833333333333334,M,S,2
9928,12.5,1,1,6/15/2015,12.5,S,S,1
9929,57.5,3,3,6/15/2015,19.166666666666668,L,M,3
9930,40.15,2,2,6/15/2015,20.075,M,S,1
9931,14.5,1,1,6/15/2015,14.5,M,M,1
9932,35.75,2,2,6/15/2015,17.875,L,L,1
9933,20.75,1,1,6/15/2015,20.75,L,L,1
9934,16.5,1,1,6/15/2015,16.5,M,M,1
9935,9.75,1,1,6/15/2015,9.75,S,S,1
9936,59.75,4,4,6/15/2015,14.9375,L,S,3
9937,28.75,2,2,6/16/2015,14.375,M,S,2
9938,11,1,1,6/16/2015,11,S,S,1
9939,13.25,1,1,6/16/2015,13.25,M,M,1
9940,23.65,1,1,6/16/2015,23.65,S,S,1
9941,20.5,1,1,6/16/2015,20.5,L,L,1
9942,60.5,4,4,6/16/2015,15.125,L,S,2
9943,16,1,1,6/16/2015,16,M,M,1
9944,223.5,13,14,6/16/2015,16.26923076923077,L,XL,4
9945,20.75,1,1,6/16/2015,20.75,L,L,1
9946,57.75,4,4,6/16/2015,14.4375,L,S,3
9947,68,3,4,6/16/2015,17.083333333333332,L,M,2
9948,18.5,1,1,6/16/2015,18.5,L,L,1
9949,24.5,2,2,6/16/2015,12.25,S,S,2
9950,24,2,2,6/16/2015,12,S,S,1
9951,48.75,3,3,6/16/2015,16.25,M,M,3
9952,25,2,2,6/16/2015,12.5,M,S,2
9953,38.7,2,2,6/16/2015,19.35,L,L,2
9954,43,3,3,6/16/2015,14.333333333333334,L,S,2
9955,12.5,1,1,6/16/2015,12.5,S,S,1
9956,16.75,1,1,6/16/2015,16.75,M,M,1
9957,25.5,1,1,6/16/2015,25.5,XL,XL,1
9958,12.5,1,1,6/16/2015,12.5,S,S,1
9959,40,3,3,6/16/2015,13.333333333333334,M,S,2
9960,48.25,3,3,6/16/2015,16.083333333333332,L,S,2
9961,70,4,4,6/16/2015,17.5,L,S,3
9962,78.75,4,4,6/16/2015,19.6875,L,XL,4
9963,12,1,1,6/16/2015,12,S,S,1
9964,16.5,1,1,6/16/2015,16.5,M,M,1
9965,20.5,1,1,6/16/2015,20.5,L,L,1
9966,65.75,4,4,6/16/2015,16.4375,L,S,3
9967,16.75,1,1,6/16/2015,16.75,M,M,1
9968,32.5,2,2,6/16/2015,16.25,M,M,2
9969,18.5,1,1,6/16/2015,18.5,L,L,1
9970,25.25,2,2,6/16/2015,12.625,S,S,2
9971,20.75,1,1,6/16/2015,20.75,L,L,1
9972,24.5,2,2,6/16/2015,12.25,M,S,2
9973,20.25,1,1,6/16/2015,20.25,L,L,1
9974,49.25,3,3,6/16/2015,16.416666666666668,L,S,2
9975,48.5,3,3,6/16/2015,16.166666666666668,L,M,3
9976,20.75,1,1,6/16/2015,20.75,L,L,1
9977,12.75,1,1,6/16/2015,12.75,S,S,1
9978,34.45,2,2,6/16/2015,17.225,L,M,2
9979,51,3,3,6/16/2015,17,L,S,2
9980,32.25,2,2,6/16/2015,16.125,M,M,2
9981,18.5,1,1,6/16/2015,18.5,L,L,1
9982,16,1,1,6/16/2015,16,M,M,1
9983,79,4,4,6/16/2015,19.75,L,XL,3
9984,36.75,2,2,6/16/2015,18.375,L,M,2
9985,20.75,1,1,6/16/2015,20.75,L,L,1
9986,16.5,1,1,6/16/2015,16.5,M,M,1
9987,12.25,1,1,6/16/2015,12.25,S,S,1
9988,20.25,1,1,6/16/2015,20.25,L,L,1
9989,52.5,2,3,6/16/2015,16.125,L,S,2
9990,33.25,2,2,6/16/2015,16.625,L,S,1
9991,28.75,2,2,6/17/2015,14.375,M,S,2
9992,12.25,1,1,6/17/2015,12.25,S,S,1
9993,45.25,3,3,6/17/2015,15.083333333333334,L,S,2
9994,18.5,1,1,6/17/2015,18.5,L,L,1
9995,13.25,1,1,6/17/2015,13.25,M,M,1
9996,23.65,1,1,6/17/2015,23.65,S,S,1
9997,261.95,14,15,6/17/2015,17.228571428571428,L,S,4
9998,50.25,3,3,6/17/2015,16.75,L,S,2
9999,32.75,2,2,6/17/2015,16.375,L,S,2
10000,58.5,3,3,6/17/2015,19.5,L,L,3
10001,53.5,3,3,6/17/2015,17.833333333333332,L,M,1
10002,65.5,4,4,6/17/2015,16.375,L,S,4
10003,28,2,2,6/17/2015,14,M,S,2
10004,22.5,2,2,6/17/2015,11.25,S,S,2
10005,45.5,3,3,6/17/2015,15.166666666666666,M,S,2
10006,28.5,2,2,6/17/2015,14.25,M,S,2
10007,68.15,4,4,6/17/2015,17.0375,L,S,3
10008,20.75,1,1,6/17/2015,20.75,L,L,1
10009,28.75,2,2,6/17/2015,14.375,M,S,2
10010,38.2,2,2,6/17/2015,19.1,L,L,2
10011,79,4,4,6/17/2015,19.75,L,M,1
10012,23.65,1,1,6/17/2015,23.65,S,S,1
10013,20.75,1,1,6/17/2015,20.75,L,L,1
10014,20.75,1,1,6/17/2015,20.75,L,L,1
10015,16,1,1,6/17/2015,16,M,M,1
10016,37.5,2,2,6/17/2015,18.75,L,M,1
10017,37,2,2,6/17/2015,18.5,L,M,2
10018,73.75,4,4,6/17/2015,18.4375,L,XL,2
10019,58.25,3,4,6/17/2015,15.916666666666666,L,S,2
10020,32.75,2,2,6/17/2015,16.375,M,M,2
10021,36.75,2,2,6/17/2015,18.375,L,M,2
10022,48,3,3,6/17/2015,16,L,S,2
10023,29.25,2,2,6/17/2015,14.625,L,S,2
10024,32.75,2,2,6/17/2015,16.375,M,M,2
10025,25.5,1,1,6/17/2015,25.5,XL,XL,1
10026,16.25,1,1,6/17/2015,16.25,M,M,1
10027,33.25,2,2,6/17/2015,16.625,M,M,2
10028,53.5,3,3,6/17/2015,17.833333333333332,L,M,3
10029,33.25,2,2,6/17/2015,16.625,L,S,2
10030,78,4,4,6/17/2015,19.5,L,M,3
10031,32.75,2,2,6/17/2015,16.375,L,S,2
10032,12.75,1,1,6/17/2015,12.75,S,S,1
10033,65.25,4,4,6/17/2015,16.3125,L,S,3
10034,32.5,2,2,6/17/2015,16.25,M,M,2
10035,57.25,3,3,6/17/2015,19.083333333333332,L,M,2
10036,51.25,3,3,6/17/2015,17.083333333333332,L,M,2
10037,16.5,1,1,6/17/2015,16.5,M,M,1
10038,32.75,2,2,6/17/2015,16.375,M,M,2
10039,16,1,1,6/17/2015,16,M,M,1
10040,26.25,2,2,6/17/2015,13.125,L,S,1
10041,14.75,1,1,6/17/2015,14.75,M,M,1
10042,16.25,1,1,6/17/2015,16.25,M,M,1
10043,12.25,1,1,6/17/2015,12.25,S,S,1
10044,20.25,1,1,6/17/2015,20.25,L,L,1
10045,36.5,2,3,6/18/2015,12.25,M,S,1
10046,37,2,2,6/18/2015,18.5,L,M,2
10047,20.25,1,1,6/18/2015,20.25,L,L,1
10048,12.75,1,1,6/18/2015,12.75,S,S,1
10049,16.5,1,1,6/18/2015,16.5,M,M,1
10050,28,2,2,6/18/2015,14,M,S,2
10051,16,1,1,6/18/2015,16,M,M,1
10052,85.4,4,4,6/18/2015,21.35,L,S,3
10053,12.25,1,1,6/18/2015,12.25,S,S,1
10054,12.75,1,1,6/18/2015,12.75,S,S,1
10055,12.75,1,1,6/18/2015,12.75,S,S,1
10056,12,1,1,6/18/2015,12,S,S,1
10057,17.95,1,1,6/18/2015,17.95,L,L,1
10058,175.5,11,11,6/18/2015,15.954545454545455,L,S,4
10059,16,1,1,6/18/2015,16,M,M,1
10060,40.25,3,3,6/18/2015,13.416666666666666,M,S,2
10061,41.5,2,2,6/18/2015,20.75,L,L,1
10062,41.25,2,2,6/18/2015,20.625,L,L,2
10063,31.25,2,2,6/18/2015,15.625,L,S,2
10064,20.75,1,1,6/18/2015,20.75,L,L,1
10065,20.25,1,1,6/18/2015,20.25,L,L,1
10066,71.45,4,4,6/18/2015,17.8625,L,M,2
10067,36.5,2,2,6/18/2015,18.25,L,M,2
10068,73.75,4,4,6/18/2015,18.4375,L,S,3
10069,53.75,3,3,6/18/2015,17.916666666666668,L,M,2
10070,32.75,2,2,6/18/2015,16.375,L,S,2
10071,12.5,1,1,6/18/2015,12.5,S,S,1
10072,18.5,1,1,6/18/2015,18.5,L,L,1
10073,20.25,1,1,6/18/2015,20.25,L,L,1
10074,12,1,1,6/18/2015,12,S,S,1
10075,52.2,2,2,6/18/2015,26.1,M,XXL,2
10076,31.25,2,2,6/18/2015,15.625,L,S,2
10077,41.25,2,2,6/18/2015,20.625,L,L,2
10078,60.75,4,4,6/18/2015,15.1875,L,S,3
10079,54,3,3,6/18/2015,18,L,M,2
10080,12.25,1,1,6/18/2015,12.25,S,S,1
10081,36.25,2,2,6/18/2015,18.125,L,M,2
10082,53,3,3,6/18/2015,17.666666666666668,L,M,3
10083,45.5,3,3,6/18/2015,15.166666666666666,M,S,2
10084,53,3,3,6/18/2015,17.666666666666668,L,S,3
10085,12.5,1,1,6/18/2015,12.5,S,S,1
10086,41.5,2,2,6/18/2015,20.75,L,L,1
10087,37.5,2,2,6/18/2015,18.75,L,M,2
10088,30.5,2,2,6/18/2015,15.25,L,S,1
10089,31.25,2,2,6/18/2015,15.625,L,S,2
10090,79,3,4,6/18/2015,19.416666666666668,L,M,2
10091,12.25,1,1,6/18/2015,12.25,S,S,1
10092,36.75,2,2,6/18/2015,18.375,L,M,2
10093,20.75,1,1,6/18/2015,20.75,L,L,1
10094,34.75,2,2,6/18/2015,17.375,L,M,2
10095,37,2,2,6/18/2015,18.5,L,M,1
10096,32.75,2,2,6/18/2015,16.375,L,S,2
10097,31.25,2,2,6/18/2015,15.625,L,S,2
10098,16.75,1,1,6/18/2015,16.75,M,M,1
10099,40.25,2,2,6/18/2015,20.125,M,XL,2
10100,12,1,1,6/18/2015,12,S,S,1
10101,12.5,1,1,6/19/2015,12.5,S,S,1
10102,66,4,4,6/19/2015,16.5,L,S,2
10103,20.75,1,1,6/19/2015,20.75,L,L,1
10104,20.75,1,1,6/19/2015,20.75,L,L,1
10105,20.5,1,1,6/19/2015,20.5,L,L,1
10106,31,2,2,6/19/2015,15.5,L,S,1
10107,16.75,1,1,6/19/2015,16.75,M,M,1
10108,12,1,1,6/19/2015,12,S,S,1
10109,29.25,2,2,6/19/2015,14.625,M,S,2
10110,41,2,2,6/19/2015,20.5,L,L,2
10111,16,1,1,6/19/2015,16,M,M,1
10112,28.5,2,2,6/19/2015,14.25,M,S,1
10113,25.5,1,1,6/19/2015,25.5,XL,XL,1
10114,20.75,1,1,6/19/2015,20.75,L,L,1
10115,20.75,1,1,6/19/2015,20.75,L,L,1
10116,37,2,2,6/19/2015,18.5,L,M,2
10117,16.75,1,1,6/19/2015,16.75,M,M,1
10118,20.25,1,1,6/19/2015,20.25,L,L,1
10119,192.95,12,12,6/19/2015,16.079166666666666,L,S,4
10120,56.5,4,4,6/19/2015,14.125,L,S,4
10121,41.5,2,2,6/19/2015,20.75,L,L,2
10122,45,3,3,6/19/2015,15,M,M,2
10123,39.65,2,2,6/19/2015,19.825,M,S,2
10124,20.75,1,1,6/19/2015,20.75,L,L,1
10125,44.75,3,3,6/19/2015,14.916666666666666,L,S,2
10126,33,2,2,6/19/2015,16.5,M,M,1
10127,86.5,6,6,6/19/2015,14.416666666666666,L,S,4
10128,61.75,4,4,6/19/2015,15.4375,M,S,3
10129,20.75,1,1,6/19/2015,20.75,L,L,1
10130,20.75,1,1,6/19/2015,20.75,L,L,1
10131,56,4,4,6/19/2015,14,M,S,3
10132,69.15,4,4,6/19/2015,17.2875,M,S,3
10133,65.5,4,4,6/19/2015,16.375,L,S,3
10134,16.75,1,1,6/19/2015,16.75,M,M,1
10135,33.25,2,2,6/19/2015,16.625,L,S,1
10136,56,3,3,6/19/2015,18.666666666666668,L,M,2
10137,56.65,3,3,6/19/2015,18.883333333333333,L,S,2
10138,20.75,1,1,6/19/2015,20.75,L,L,1
10139,69.75,4,4,6/19/2015,17.4375,L,S,3
10140,44.25,3,3,6/19/2015,14.75,M,S,3
10141,28,2,2,6/19/2015,14,M,S,2
10142,37.25,2,2,6/19/2015,18.625,L,L,2
10143,37.25,2,2,6/19/2015,18.625,L,M,2
10144,16,1,1,6/19/2015,16,M,M,1
10145,29.5,2,2,6/19/2015,14.75,M,S,1
10146,36.4,2,2,6/19/2015,18.2,S,S,2
10147,41.25,2,2,6/19/2015,20.625,L,L,2
10148,34.75,2,2,6/19/2015,17.375,L,M,2
10149,33.25,2,2,6/19/2015,16.625,M,M,2
10150,26.5,2,2,6/19/2015,13.25,M,S,2
10151,16.5,1,1,6/19/2015,16.5,M,M,1
10152,16,1,1,6/19/2015,16,M,M,1
10153,13.25,1,1,6/19/2015,13.25,M,M,1
10154,48.75,3,3,6/19/2015,16.25,L,S,2
10155,66.75,4,4,6/19/2015,16.6875,L,S,3
10156,57.25,4,4,6/19/2015,14.3125,M,S,3
10157,69.75,4,4,6/19/2015,17.4375,L,S,3
10158,16,1,1,6/19/2015,16,M,M,1
10159,35.25,2,2,6/19/2015,17.625,L,M,2
10160,17.95,1,1,6/19/2015,17.95,L,L,1
10161,41.5,2,2,6/19/2015,20.75,L,L,1
10162,14.75,1,1,6/19/2015,14.75,M,M,1
10163,12.75,1,1,6/19/2015,12.75,S,S,1
10164,15.25,1,1,6/19/2015,15.25,L,L,1
10165,23.25,2,2,6/19/2015,11.625,S,S,2
10166,36.75,2,2,6/19/2015,18.375,L,M,1
10167,70.25,4,4,6/19/2015,17.5625,L,S,3
10168,45,3,3,6/19/2015,15,L,S,3
10169,36.75,2,2,6/19/2015,18.375,L,M,2
10170,62.5,4,4,6/19/2015,15.625,L,S,2
10171,20.5,1,1,6/19/2015,20.5,L,L,1
10172,57,3,3,6/19/2015,19,L,M,2
10173,37.25,2,2,6/19/2015,18.625,L,L,2
10174,34.45,2,2,6/19/2015,17.225,L,M,2
10175,61.5,4,4,6/20/2015,15.375,L,S,4
10176,53.25,4,4,6/20/2015,13.3125,M,S,3
10177,12,1,1,6/20/2015,12,S,S,1
10178,22.5,2,2,6/20/2015,11.25,S,S,1
10179,212.9,12,13,6/20/2015,16.245833333333334,L,S,4
10180,18.5,1,1,6/20/2015,18.5,L,L,1
10181,16.75,1,1,6/20/2015,16.75,M,M,1
10182,32.5,2,2,6/20/2015,16.25,L,S,1
10183,33.25,2,2,6/20/2015,16.625,L,M,1
10184,20.25,1,1,6/20/2015,20.25,L,L,1
10185,18.5,1,1,6/20/2015,18.5,L,L,1
10186,249.25,14,15,6/20/2015,16.607142857142858,L,S,4
10187,16.5,1,1,6/20/2015,16.5,L,L,1
10188,12,1,1,6/20/2015,12,S,S,1
10189,75,3,4,6/20/2015,18.083333333333332,L,M,2
10190,12,1,1,6/20/2015,12,S,S,1
10191,24.75,2,2,6/20/2015,12.375,S,S,2
10192,12,1,1,6/20/2015,12,S,S,1
10193,32.25,2,2,6/20/2015,16.125,L,S,2
10194,28.75,2,2,6/20/2015,14.375,M,S,2
10195,59.25,4,4,6/20/2015,14.8125,L,S,3
10196,34.7,2,2,6/20/2015,17.35,L,M,2
10197,16.75,1,1,6/20/2015,16.75,M,M,1
10198,71.75,4,4,6/20/2015,17.9375,M,XL,2
10199,56,3,3,6/20/2015,18.666666666666668,L,XL,2
10200,47.25,3,3,6/20/2015,15.75,L,S,3
10201,36.75,2,2,6/20/2015,18.375,L,M,2
10202,47.25,3,3,6/20/2015,15.75,L,M,2
10203,66,4,4,6/20/2015,16.5,L,S,2
10204,17.5,1,1,6/20/2015,17.5,L,L,1
10205,49,3,3,6/20/2015,16.333333333333332,L,M,2
10206,12,1,1,6/20/2015,12,S,S,1
10207,37.25,2,2,6/20/2015,18.625,L,M,2
10208,16.75,1,1,6/20/2015,16.75,M,M,1
10209,18.5,1,1,6/20/2015,18.5,L,L,1
10210,18.5,1,1,6/20/2015,18.5,L,L,1
10211,41.25,2,2,6/20/2015,20.625,L,L,2
10212,33.25,2,2,6/20/2015,16.625,M,M,2
10213,32.75,2,2,6/20/2015,16.375,L,S,2
10214,61.75,4,4,6/20/2015,15.4375,L,S,3
10215,45.75,3,3,6/20/2015,15.25,L,S,2
10216,32.75,2,2,6/20/2015,16.375,L,S,2
10217,66,4,4,6/20/2015,16.5,L,S,3
10218,50.25,3,3,6/20/2015,16.75,L,S,1
10219,53.25,2,3,6/20/2015,17.375,L,M,2
10220,36.5,3,3,6/20/2015,12.166666666666666,M,S,1
10221,25.5,2,2,6/20/2015,12.75,S,S,1
10222,12,1,1,6/20/2015,12,S,S,1
10223,16.5,1,1,6/21/2015,16.5,M,M,1
10224,48.75,3,3,6/21/2015,16.25,L,S,2
10225,20.75,1,1,6/21/2015,20.75,L,L,1
10226,16,1,1,6/21/2015,16,M,M,1
10227,12,1,1,6/21/2015,12,S,S,1
10228,20.75,1,1,6/21/2015,20.75,L,L,1
10229,110.25,7,7,6/21/2015,15.75,L,S,3
10230,12,1,1,6/21/2015,12,S,S,1
10231,32.25,2,2,6/21/2015,16.125,L,S,2
10232,16,1,1,6/21/2015,16,M,M,1
10233,63.75,4,4,6/21/2015,15.9375,L,S,2
10234,23.65,1,1,6/21/2015,23.65,S,S,1
10235,82.75,3,4,6/21/2015,20.666666666666668,L,L,3
10236,68,4,4,6/21/2015,17,L,M,2
10237,16.5,1,1,6/21/2015,16.5,L,L,1
10238,136.5,9,9,6/21/2015,15.166666666666666,L,S,3
10239,20.75,1,1,6/21/2015,20.75,L,L,1
10240,20.25,1,1,6/21/2015,20.25,L,L,1
10241,61.5,4,4,6/21/2015,15.375,M,S,3
10242,42.5,3,3,6/21/2015,14.166666666666666,L,S,2
10243,93.45,4,4,6/21/2015,23.3625,L,XXL,4
10244,32.5,2,2,6/21/2015,16.25,M,M,2
10245,41,2,2,6/21/2015,20.5,L,L,1
10246,16.5,1,1,6/21/2015,16.5,M,M,1
10247,41.5,2,2,6/21/2015,20.75,L,L,1
10248,66,4,4,6/21/2015,16.5,L,S,2
10249,34.7,2,2,6/21/2015,17.35,L,M,2
10250,60.5,4,4,6/21/2015,15.125,L,M,2
10251,17.95,1,1,6/21/2015,17.95,L,L,1
10252,33,2,2,6/21/2015,16.5,M,M,2
10253,20.75,1,1,6/21/2015,20.75,L,L,1
10254,16,1,1,6/21/2015,16,M,M,1
10255,20.75,1,1,6/21/2015,20.75,L,L,1
10256,13.25,1,1,6/21/2015,13.25,M,M,1
10257,29,2,2,6/21/2015,14.5,M,S,2
10258,20.75,1,1,6/21/2015,20.75,L,L,1
10259,20.25,1,1,6/21/2015,20.25,L,L,1
10260,62,4,4,6/21/2015,15.5,M,S,3
10261,64.5,4,4,6/21/2015,16.125,L,S,3
10262,33.75,2,2,6/21/2015,16.875,L,M,2
10263,12,1,1,6/21/2015,12,S,S,1
10264,37.25,2,2,6/21/2015,18.625,L,M,1
10265,38.75,2,2,6/21/2015,19.375,L,L,1
10266,32.75,2,2,6/21/2015,16.375,L,S,2
10267,20.75,1,1,6/21/2015,20.75,L,L,1
10268,27.25,2,2,6/21/2015,13.625,L,S,2
10269,32.75,2,2,6/21/2015,16.375,L,S,2
10270,27.5,2,2,6/21/2015,13.75,M,S,2
10271,34.7,2,2,6/21/2015,17.35,L,M,2
10272,39,3,3,6/21/2015,13,M,S,3
10273,43,3,3,6/21/2015,14.333333333333334,L,S,2
10274,55,4,4,6/22/2015,13.75,L,S,3
10275,25.5,1,1,6/22/2015,25.5,XL,XL,1
10276,58.25,2,3,6/22/2015,18.75,L,M,1
10277,32.5,2,2,6/22/2015,16.25,L,S,2
10278,60.7,4,4,6/22/2015,15.175,L,S,2
10279,41.5,2,2,6/22/2015,20.75,L,L,1
10280,62,4,4,6/22/2015,15.5,L,S,3
10281,95.7,5,5,6/22/2015,19.14,L,M,4
10282,16.5,1,1,6/22/2015,16.5,M,M,1
10283,66.25,4,4,6/22/2015,16.5625,L,S,2
10284,34,2,2,6/22/2015,17,L,M,2
10285,174.9,10,10,6/22/2015,17.490000000000002,L,S,3
10286,13.25,1,1,6/22/2015,13.25,M,M,1
10287,147.75,8,9,6/22/2015,15.875,L,S,3
10288,52.25,3,3,6/22/2015,17.416666666666668,L,M,2
10289,16.25,1,1,6/22/2015,16.25,M,M,1
10290,16,1,1,6/22/2015,16,M,M,1
10291,29.25,2,2,6/22/2015,14.625,M,M,2
10292,41.25,2,2,6/22/2015,20.625,L,L,2
10293,29.25,2,2,6/22/2015,14.625,M,S,2
10294,20.75,1,1,6/22/2015,20.75,L,L,1
10295,13.25,1,1,6/22/2015,13.25,M,M,1
10296,68.75,4,4,6/22/2015,17.1875,L,M,3
10297,43.75,3,3,6/22/2015,14.583333333333334,L,S,2
10298,28,2,2,6/22/2015,14,M,S,1
10299,20.75,1,1,6/22/2015,20.75,L,L,1
10300,20.75,1,1,6/22/2015,20.75,L,L,1
10301,16.5,1,1,6/22/2015,16.5,M,M,1
10302,32.75,2,2,6/22/2015,16.375,L,S,2
10303,37.25,2,2,6/22/2015,18.625,L,M,1
10304,26.75,2,2,6/22/2015,13.375,M,S,2
10305,45.25,3,3,6/22/2015,15.083333333333334,L,S,2
10306,37.25,3,3,6/22/2015,12.416666666666666,S,S,2
10307,64.5,4,4,6/22/2015,16.125,L,S,3
10308,23.5,2,2,6/22/2015,11.75,S,S,2
10309,70.25,4,4,6/22/2015,17.5625,L,M,2
10310,16.25,1,1,6/22/2015,16.25,M,M,1
10311,10.5,1,1,6/22/2015,10.5,S,S,1
10312,33.25,2,2,6/22/2015,16.625,L,S,2
10313,77.25,3,4,6/22/2015,19,L,M,3
10314,20.75,1,1,6/22/2015,20.75,L,L,1
10315,33.25,2,2,6/22/2015,16.625,M,M,2
10316,60.75,4,4,6/22/2015,15.1875,L,S,2
10317,12.75,1,1,6/22/2015,12.75,S,S,1
10318,66.5,4,4,6/22/2015,16.625,L,S,3
10319,28.75,2,2,6/22/2015,14.375,M,S,2
10320,67.25,4,4,6/22/2015,16.8125,L,S,3
10321,16,1,1,6/22/2015,16,M,M,1
10322,16.5,1,1,6/22/2015,16.5,L,L,1
10323,43,2,2,6/22/2015,21.5,L,XL,1
10324,43.5,3,3,6/22/2015,14.5,M,S,3
10325,12.25,1,1,6/22/2015,12.25,S,S,1
10326,11,1,1,6/22/2015,11,S,S,1
10327,20.75,1,1,6/22/2015,20.75,L,L,1
10328,91,5,5,6/22/2015,18.2,L,S,3
10329,12.25,1,1,6/23/2015,12.25,S,S,1
10330,20.25,1,1,6/23/2015,20.25,L,L,1
10331,37.25,2,2,6/23/2015,18.625,L,M,2
10332,16,1,1,6/23/2015,16,M,M,1
10333,14.75,1,1,6/23/2015,14.75,M,M,1
10334,29.5,2,2,6/23/2015,14.75,M,S,1
10335,70.25,4,4,6/23/2015,17.5625,L,S,4
10336,20.25,1,1,6/23/2015,20.25,L,L,1
10337,20.75,1,1,6/23/2015,20.75,L,L,1
10338,74.25,4,4,6/23/2015,18.5625,L,M,2
10339,34,2,2,6/23/2015,17,L,M,2
10340,16,1,1,6/23/2015,16,M,M,1
10341,28.5,2,2,6/23/2015,14.25,M,S,2
10342,33.5,2,2,6/23/2015,16.75,L,S,2
10343,37,2,2,6/23/2015,18.5,L,L,1
10344,16.75,1,1,6/23/2015,16.75,M,M,1
10345,25.5,2,2,6/23/2015,12.75,S,S,2
10346,16.5,1,1,6/23/2015,16.5,M,M,1
10347,20.75,1,1,6/23/2015,20.75,L,L,1
10348,65,4,4,6/23/2015,16.25,L,S,4
10349,30.5,2,2,6/23/2015,15.25,L,S,2
10350,73.25,5,5,6/23/2015,14.65,M,S,3
10351,20.25,1,1,6/23/2015,20.25,L,L,1
10352,69.5,4,4,6/23/2015,17.375,L,M,2
10353,32.75,2,2,6/23/2015,16.375,L,S,2
10354,43.25,3,3,6/23/2015,14.416666666666666,L,S,2
10355,12.75,1,1,6/23/2015,12.75,S,S,1
10356,68.5,4,4,6/23/2015,17.125,L,S,3
10357,20.75,1,1,6/23/2015,20.75,L,L,1
10358,31,2,2,6/23/2015,15.5,L,S,2
10359,33.25,2,2,6/23/2015,16.625,L,M,2
10360,16.25,1,1,6/23/2015,16.25,M,M,1
10361,70.75,4,4,6/23/2015,17.6875,L,S,2
10362,28,2,2,6/23/2015,14,L,S,2
10363,28.75,2,2,6/23/2015,14.375,M,S,2
10364,16.5,1,1,6/23/2015,16.5,M,M,1
10365,18.5,1,1,6/23/2015,18.5,L,L,1
10366,69.5,4,4,6/23/2015,17.375,L,S,3
10367,33,2,2,6/23/2015,16.5,M,M,2
10368,28.25,2,2,6/23/2015,14.125,M,S,2
10369,20.75,1,1,6/23/2015,20.75,L,L,1
10370,30.5,2,2,6/23/2015,15.25,L,S,2
10371,49.75,2,3,6/23/2015,16.5,M,M,2
10372,36.75,2,2,6/23/2015,18.375,L,M,2
10373,33.25,2,2,6/23/2015,16.625,L,M,2
10374,27.75,2,2,6/23/2015,13.875,L,S,2
10375,12,1,1,6/23/2015,12,S,S,1
10376,70.25,4,4,6/23/2015,17.5625,L,S,3
10377,29.25,2,2,6/23/2015,14.625,M,M,2
10378,63,4,4,6/23/2015,15.75,L,M,3
10379,13.25,1,1,6/23/2015,13.25,M,M,1
10380,32.75,2,2,6/23/2015,16.375,M,M,2
10381,67.75,4,4,6/23/2015,16.9375,L,S,3
10382,20.5,1,1,6/23/2015,20.5,L,L,1
10383,50.25,3,3,6/23/2015,16.75,L,S,2
10384,58,4,4,6/23/2015,14.5,M,S,2
10385,20.25,1,1,6/23/2015,20.25,L,L,1
10386,36,2,2,6/23/2015,18,L,L,2
10387,16.5,1,1,6/23/2015,16.5,L,L,1
10388,20.5,1,1,6/24/2015,20.5,L,L,1
10389,18.5,1,1,6/24/2015,18.5,L,L,1
10390,20.25,1,1,6/24/2015,20.25,L,L,1
10391,23.65,1,1,6/24/2015,23.65,S,S,1
10392,24,2,2,6/24/2015,12,S,S,2
10393,15.25,1,1,6/24/2015,15.25,L,L,1
10394,20.75,1,1,6/24/2015,20.75,L,L,1
10395,12,1,1,6/24/2015,12,S,S,1
10396,66.75,4,4,6/24/2015,16.6875,L,M,4
10397,46.25,2,2,6/24/2015,23.125,L,XL,2
